user_id,LastPurchaseDate,PurchaseFrequency,TotalSpent
50356,2023-04-17 01:05:00.000000 UTC,1,9.989999771
50372,2023-02-11 04:18:00.000000 UTC,1,319
50373,2019-09-25 16:59:00.000000 UTC,1,9.899999619
50384,2022-10-30 00:10:00.000000 UTC,1,48
50408,2023-11-26 05:30:00.000000 UTC,1,77.32999992
50425,2023-02-15 14:56:00.000000 UTC,1,178.7399998
50443,2023-10-04 13:58:00.000000 UTC,1,6.989999771
50452,2023-07-10 02:56:00.000000 UTC,1,100.1200008
50455,2023-06-20 02:51:00.000000 UTC,1,102.3900032
50472,2023-04-21 14:09:00.000000 UTC,1,18.95000076
50482,2023-02-14 15:50:00.000000 UTC,1,122.5999985
50528,2023-10-28 05:09:00.000000 UTC,1,19.95000076
50561,2023-05-31 18:34:00.000000 UTC,1,9.949999809
50564,2020-08-08 05:15:00.000000 UTC,1,67
50611,2022-09-18 12:03:00.000000 UTC,1,67.80000019
50612,2024-02-09 02:33:00.000000 UTC,1,50.79999924
50639,2023-11-09 11:14:00.000000 UTC,1,29.5
50647,2023-11-05 06:16:00.000000 UTC,1,85
50657,2024-01-07 12:28:00.000000 UTC,1,103
50677,2024-03-12 16:12:58.906501 UTC,1,99.95000124
50690,2022-12-02 10:43:00.000000 UTC,1,7.989999771
50730,2022-06-27 10:42:00.000000 UTC,1,263.930006
50744,2023-05-11 09:34:00.000000 UTC,1,178.9799995
50754,2021-01-20 08:02:00.000000 UTC,1,171.9800034
50755,2019-07-12 10:56:00.000000 UTC,1,76.88000011
50770,2023-09-29 02:00:00.000000 UTC,1,134.9900055
50785,2021-05-02 03:46:00.000000 UTC,1,38.95000076
50794,2023-10-04 06:57:00.000000 UTC,1,18.96999931
50808,2023-02-27 02:16:00.000000 UTC,1,65.40000153
50873,2023-01-03 05:10:00.000000 UTC,1,48
50896,2022-11-25 00:50:00.000000 UTC,1,40.02000046
50901,2024-02-04 03:04:00.000000 UTC,1,45
50909,2022-08-04 06:35:00.000000 UTC,1,25
50910,2021-09-11 10:33:00.000000 UTC,1,58
50915,2022-07-23 05:57:00.000000 UTC,1,19.98999977
50940,2023-08-07 15:43:00.000000 UTC,1,82.45000076
51028,2022-10-15 09:40:00.000000 UTC,1,22.5
51035,2023-09-01 06:48:00.000000 UTC,1,59
51049,2023-01-27 07:47:00.000000 UTC,1,40.19999886
51058,2024-03-08 08:32:00.000000 UTC,1,52
51060,2021-12-25 06:12:00.000000 UTC,1,39.5
51077,2024-03-10 16:18:11.190582 UTC,1,58.99000168
51098,2022-03-18 17:48:00.000000 UTC,1,14.97999954
51125,2020-02-05 13:25:00.000000 UTC,1,61.24000168
51137,2023-10-06 17:35:00.000000 UTC,1,58
51151,2024-01-16 05:46:00.000000 UTC,1,132.5
51187,2024-02-24 00:09:00.000000 UTC,1,20
51190,2020-07-02 17:07:00.000000 UTC,1,8.949999809
51205,2021-10-12 09:58:00.000000 UTC,1,24.95000076
51214,2023-07-15 15:47:00.000000 UTC,1,46
51217,2021-03-21 10:02:00.000000 UTC,1,148.2400017
51221,2023-05-11 06:34:00.000000 UTC,1,159.9499969
51253,2024-02-25 17:31:00.000000 UTC,1,24.95000076
51285,2022-05-19 18:26:00.000000 UTC,1,38
51288,2022-11-06 12:46:00.000000 UTC,1,18.47999954
51304,2021-11-10 16:45:00.000000 UTC,1,19.97999954
51309,2019-10-14 12:01:00.000000 UTC,1,8.949999809
51328,2023-01-03 08:04:00.000000 UTC,1,44
51336,2021-04-21 10:24:00.000000 UTC,1,142
51351,2024-01-07 15:26:00.000000 UTC,1,482.4899998
51368,2024-03-11 19:19:20.097017 UTC,1,74.98999786
51381,2021-11-22 10:08:00.000000 UTC,1,25
51388,2023-12-16 09:59:00.000000 UTC,1,122.5
51415,2023-01-26 03:22:00.000000 UTC,1,139
51421,2024-02-09 11:07:00.000000 UTC,1,35.27000046
51459,2023-11-19 16:55:00.000000 UTC,1,99.97000122
51488,2021-05-04 11:27:00.000000 UTC,1,33.68000031
51509,2020-10-18 04:03:00.000000 UTC,1,69.99000168
51581,2022-02-17 00:06:00.000000 UTC,1,54.99000168
51638,2023-04-18 05:11:00.000000 UTC,1,19.97999954
51685,2023-03-02 16:59:00.000000 UTC,1,115.3500004
51696,2023-11-17 08:53:00.000000 UTC,1,42.25
51700,2023-05-14 03:23:00.000000 UTC,1,41.99000168
51742,2021-11-03 16:51:00.000000 UTC,1,29.98999977
51750,2021-08-17 11:21:00.000000 UTC,1,59
51787,2021-11-25 15:49:00.000000 UTC,1,71
51789,2023-11-04 08:40:00.000000 UTC,1,50.75
51840,2023-08-19 09:51:00.000000 UTC,1,143.9399986
51844,2023-11-27 03:34:00.000000 UTC,1,13.27000046
51847,2020-03-17 11:12:00.000000 UTC,1,69.94999695
51859,2023-10-19 06:58:00.000000 UTC,1,54.44999981
51862,2024-01-10 10:56:00.000000 UTC,1,32
51865,2022-03-25 09:15:00.000000 UTC,1,59.5
51879,2023-05-10 14:54:00.000000 UTC,1,8.5
51889,2023-10-28 06:24:00.000000 UTC,1,374.1400127
51909,2022-12-07 14:01:00.000000 UTC,1,29.98999977
51918,2023-04-17 06:32:00.000000 UTC,1,8.300000191
51927,2023-10-31 15:01:00.000000 UTC,1,21
51953,2021-12-07 06:01:00.000000 UTC,1,198
51958,2022-09-27 07:25:00.000000 UTC,1,49.95000076
52001,2021-05-20 18:45:00.000000 UTC,1,177.9899998
52017,2023-12-10 05:08:00.000000 UTC,1,135.4499969
52020,2020-10-25 01:07:00.000000 UTC,1,14.05000019
52029,2023-05-26 14:41:00.000000 UTC,1,79.98999977
52039,2020-05-31 18:47:00.000000 UTC,1,7.909999847
52040,2023-12-15 14:52:00.000000 UTC,1,67.95000076
52049,2021-02-12 18:04:00.000000 UTC,1,78
52052,2023-05-18 05:29:00.000000 UTC,1,335.2799988
52082,2019-10-28 18:15:00.000000 UTC,1,64
52103,2023-03-26 15:19:00.000000 UTC,1,37.94000053
52125,2023-11-30 08:50:00.000000 UTC,1,24.95000076
52128,2020-02-04 03:12:00.000000 UTC,1,34.99000168
52155,2021-04-09 10:22:00.000000 UTC,1,99.98999977
52156,2022-04-11 18:17:00.000000 UTC,1,56.98000145
52161,2023-08-13 16:26:00.000000 UTC,1,102.9000015
52178,2020-12-15 18:29:00.000000 UTC,1,25
52198,2023-07-06 13:48:00.000000 UTC,1,12.98999977
52204,2023-07-10 07:08:00.000000 UTC,1,49.5
52207,2022-12-04 16:36:00.000000 UTC,1,25.98999977
52234,2022-09-16 06:44:00.000000 UTC,1,27.95000076
52238,2024-01-10 01:00:00.000000 UTC,1,45.37000084
52242,2024-03-10 02:56:47.427354 UTC,1,228.8500004
52249,2024-03-10 10:14:00.000000 UTC,1,25.98999977
52254,2024-03-01 11:08:00.000000 UTC,1,54.84999943
52305,2023-02-25 10:52:00.000000 UTC,1,39.99000168
52353,2022-12-19 15:27:00.000000 UTC,1,68
52367,2023-07-14 12:48:00.000000 UTC,1,159
52374,2021-07-10 03:30:00.000000 UTC,1,73.79000092
52400,2022-03-30 18:13:00.000000 UTC,1,32
52421,2023-07-12 00:16:00.000000 UTC,1,59.99000168
52446,2024-02-02 11:44:00.000000 UTC,1,168.4799995
52454,2024-03-13 05:31:53.922057 UTC,1,32.99000168
52461,2023-11-07 00:06:00.000000 UTC,1,46
52472,2021-04-16 10:35:00.000000 UTC,1,175.4899979
52477,2023-04-13 12:02:00.000000 UTC,1,199.6300001
52482,2024-01-11 10:08:00.000000 UTC,1,150
52501,2020-05-07 01:10:00.000000 UTC,1,66
52504,2024-03-13 03:23:55.433969 UTC,1,36.40000081
52524,2021-09-18 16:12:00.000000 UTC,1,162.5
52535,2023-06-14 09:07:00.000000 UTC,1,34.99000168
52552,2021-06-16 00:20:00.000000 UTC,1,83.46999931
52590,2023-10-16 06:39:00.000000 UTC,1,259
52594,2023-09-24 00:08:00.000000 UTC,1,16.98999977
52599,2020-09-03 06:40:00.000000 UTC,1,183.9899979
52625,2023-12-15 13:49:00.000000 UTC,1,99
52630,2021-04-27 14:19:00.000000 UTC,1,25
52638,2022-02-03 16:21:00.000000 UTC,1,53.54999924
52648,2023-01-09 14:17:00.000000 UTC,1,70
52650,2023-10-25 06:40:00.000000 UTC,1,29.5
52679,2023-10-23 16:46:00.000000 UTC,1,12.10999966
52704,2023-07-24 18:32:00.000000 UTC,1,34.25
52713,2023-12-18 00:15:00.000000 UTC,1,263.4599953
52719,2024-01-06 07:02:00.000000 UTC,1,79.5
52729,2023-09-28 12:29:00.000000 UTC,1,15
52778,2023-04-23 11:39:00.000000 UTC,1,29.98999977
52781,2023-04-26 02:34:00.000000 UTC,1,79.94999695
52810,2024-03-12 05:13:04.851334 UTC,1,3.99000001
52832,2023-06-24 09:42:00.000000 UTC,1,36.99000168
52846,2021-12-14 00:49:00.000000 UTC,1,120.5
52849,2021-06-27 02:16:00.000000 UTC,1,109
52856,2023-10-24 18:04:00.000000 UTC,1,34.95000076
52869,2023-12-09 14:21:00.000000 UTC,1,31.89999962
52880,2024-01-03 11:35:00.000000 UTC,1,109
52907,2023-07-20 03:23:00.000000 UTC,1,92
52909,2023-06-18 11:21:00.000000 UTC,1,73.15000153
52934,2024-02-20 08:38:00.000000 UTC,1,19.5
52936,2021-11-10 02:39:00.000000 UTC,1,106.1300011
52937,2021-03-03 01:12:00.000000 UTC,1,154.4499969
52966,2022-02-17 13:49:00.000000 UTC,1,3.5
52976,2024-01-03 16:17:00.000000 UTC,1,27.98999977
52981,2024-01-15 04:02:00.000000 UTC,1,161.9899979
52985,2024-02-04 09:38:00.000000 UTC,1,17.5
53008,2023-04-15 06:50:00.000000 UTC,1,44.95000076
53022,2024-01-01 10:20:00.000000 UTC,1,54.60000038
53035,2024-01-11 09:56:00.000000 UTC,1,30.89999962
53070,2022-11-21 03:03:00.000000 UTC,1,34.02000046
53072,2023-06-06 11:21:00.000000 UTC,1,336.9500008
53115,2021-01-24 05:40:00.000000 UTC,1,10.98999977
53130,2022-11-27 15:26:00.000000 UTC,1,14.51000023
53146,2022-04-27 10:24:00.000000 UTC,1,10.02999973
53193,2021-06-18 00:40:00.000000 UTC,1,12
53197,2020-01-21 13:18:00.000000 UTC,1,36
53204,2023-10-30 12:26:00.000000 UTC,1,117.2300014
53205,2022-12-02 05:08:00.000000 UTC,1,69.94000053
53209,2021-12-09 16:43:00.000000 UTC,1,48
53219,2024-01-04 15:06:00.000000 UTC,1,131.9899979
53246,2020-03-14 14:07:00.000000 UTC,1,12.94999981
53249,2023-12-23 17:19:00.000000 UTC,1,39.92999935
53274,2021-02-28 15:29:00.000000 UTC,1,12
53288,2023-05-28 12:21:00.000000 UTC,1,59
53291,2023-11-01 06:24:00.000000 UTC,1,25
53316,2024-01-16 02:35:00.000000 UTC,1,11.47000027
53362,2020-11-26 11:58:00.000000 UTC,1,396.0799999
53430,2022-10-07 03:12:00.000000 UTC,1,9.270000458
53451,2024-03-12 01:35:00.000000 UTC,1,66
53466,2023-11-17 15:51:00.000000 UTC,1,69
53484,2023-09-30 03:14:00.000000 UTC,1,38
53517,2023-11-20 18:40:00.000000 UTC,1,9.989999771
53529,2024-02-17 04:21:00.000000 UTC,1,166.9800014
53560,2024-02-28 13:58:00.000000 UTC,1,59.99000168
53564,2023-08-27 13:23:00.000000 UTC,1,25
53579,2022-07-10 13:26:00.000000 UTC,1,221.4900017
53588,2023-10-06 11:14:00.000000 UTC,1,138
53596,2023-03-03 14:44:00.000000 UTC,1,52.97999954
53651,2022-09-29 03:41:00.000000 UTC,1,139.9900055
53700,2024-02-29 17:41:00.000000 UTC,1,70
53745,2023-04-09 13:00:00.000000 UTC,1,13
53746,2020-07-23 13:24:00.000000 UTC,1,79.55000114
53750,2024-02-14 01:58:00.000000 UTC,1,93.97999954
53771,2023-06-23 05:30:00.000000 UTC,1,59.5
53793,2022-08-10 12:09:00.000000 UTC,1,159.9500008
53835,2024-01-05 01:06:00.000000 UTC,1,11.98999977
53848,2023-03-25 10:43:00.000000 UTC,1,25
53851,2021-05-18 14:40:00.000000 UTC,1,51.97999954
53862,2023-08-08 01:45:00.000000 UTC,1,99
53892,2021-09-07 09:27:00.000000 UTC,1,327.9799995
53939,2020-09-13 10:12:00.000000 UTC,1,17.75
53972,2023-10-17 01:20:00.000000 UTC,1,34.99000168
53988,2024-02-08 05:19:00.000000 UTC,1,43.42000008
54003,2022-11-17 14:32:00.000000 UTC,1,331.2499924
54031,2023-08-29 15:30:00.000000 UTC,1,228.9900017
54032,2022-08-21 08:37:00.000000 UTC,1,40.02000046
54059,2024-01-21 08:19:00.000000 UTC,1,16.89999962
54151,2023-02-18 11:42:00.000000 UTC,1,23.92000008
54155,2023-12-12 04:57:00.000000 UTC,1,133.9899979
54169,2023-03-14 07:46:00.000000 UTC,1,139
54189,2023-12-02 09:51:00.000000 UTC,1,13.5
54220,2023-06-06 03:44:00.000000 UTC,1,99.44000244
54224,2022-12-09 16:55:00.000000 UTC,1,52.93000031
54228,2024-01-13 01:14:00.000000 UTC,1,82.98999977
54231,2022-07-11 18:21:00.000000 UTC,1,99
54253,2022-11-12 03:03:00.000000 UTC,1,99
54254,2024-02-19 16:05:00.000000 UTC,1,50
54264,2022-06-09 01:41:00.000000 UTC,1,20.98999977
54292,2024-01-25 17:49:00.000000 UTC,1,25
54355,2022-08-29 00:32:00.000000 UTC,1,24.95000076
54359,2021-04-07 12:07:00.000000 UTC,1,25
54368,2019-06-29 15:19:00.000000 UTC,1,42.97999954
54373,2023-03-16 18:55:00.000000 UTC,1,32.90000153
54469,2023-06-18 17:45:00.000000 UTC,1,165
54483,2023-05-19 00:10:00.000000 UTC,1,84
54527,2020-06-04 13:47:00.000000 UTC,1,21.04999924
54537,2023-11-07 02:25:00.000000 UTC,1,150.9900055
54550,2021-04-16 01:21:00.000000 UTC,1,378
54577,2024-03-03 09:28:00.000000 UTC,1,96.15999794
54587,2023-02-13 04:08:00.000000 UTC,1,143
54599,2023-05-28 10:33:00.000000 UTC,1,49.99000168
54644,2023-06-04 13:07:00.000000 UTC,1,160
54658,2024-03-05 01:23:00.000000 UTC,1,113.5
54661,2019-12-15 17:35:00.000000 UTC,1,13.98999977
54713,2024-03-11 04:32:02.575157 UTC,1,85
54745,2024-02-15 10:06:00.000000 UTC,1,29.98999977
54752,2023-12-14 15:34:00.000000 UTC,1,120.9899998
54762,2023-08-19 03:48:00.000000 UTC,1,29.98999977
54787,2022-11-13 07:04:00.000000 UTC,1,59.92000008
54793,2021-04-13 06:29:00.000000 UTC,1,401.989996
54821,2023-12-17 05:19:00.000000 UTC,1,41.42000008
54825,2024-02-12 13:20:00.000000 UTC,1,133
54835,2024-03-13 11:52:06.279065 UTC,1,50
54851,2024-01-16 03:03:00.000000 UTC,1,20
54859,2023-05-17 18:12:00.000000 UTC,1,15
54865,2021-08-05 12:36:00.000000 UTC,1,124.9899979
54871,2024-01-18 11:16:00.000000 UTC,1,11.06000042
54882,2022-09-02 16:55:00.000000 UTC,1,204.5
54956,2023-02-25 07:17:00.000000 UTC,1,83
54978,2023-05-11 01:11:00.000000 UTC,1,39.99000168
54987,2020-08-18 00:27:00.000000 UTC,1,29.98999977
54992,2024-03-11 13:54:00.000000 UTC,1,39.99000168
54993,2024-03-11 08:40:11.083823 UTC,1,14.46000004
55009,2023-03-13 00:56:00.000000 UTC,1,35.34000015
55014,2022-11-24 03:01:00.000000 UTC,1,79
55018,2024-01-22 00:35:00.000000 UTC,1,249.9499969
55062,2023-10-20 00:26:00.000000 UTC,1,409.9899902
55140,2023-08-14 14:58:00.000000 UTC,1,167.9899998
55170,2022-06-14 09:19:00.000000 UTC,1,109.9899998
55206,2022-08-21 16:38:00.000000 UTC,1,25
55231,2021-03-22 09:40:00.000000 UTC,1,171.5299988
55312,2024-01-16 08:04:00.000000 UTC,1,25
55324,2024-03-04 14:11:00.000000 UTC,1,29.89999962
55341,2023-03-13 04:37:00.000000 UTC,1,29.89999962
55399,2024-02-29 16:29:00.000000 UTC,1,20.79000092
55417,2023-06-01 14:01:00.000000 UTC,1,12.80000019
55419,2024-01-26 10:15:00.000000 UTC,1,78.99000168
55436,2022-09-12 08:20:00.000000 UTC,1,99
55454,2022-02-03 03:49:00.000000 UTC,1,36
55467,2022-03-20 08:16:00.000000 UTC,1,47.99000168
55491,2023-12-07 13:39:00.000000 UTC,1,98.40000153
55502,2022-08-05 17:26:00.000000 UTC,1,19.98999977
55529,2023-12-08 10:45:00.000000 UTC,1,28.98999977
55533,2023-02-16 14:08:00.000000 UTC,1,14
55595,2022-01-06 01:22:00.000000 UTC,1,101.2799988
55608,2022-09-01 11:34:00.000000 UTC,1,39.99000168
55615,2023-08-22 16:46:00.000000 UTC,1,67.98999977
55625,2023-09-09 13:16:00.000000 UTC,1,55.94999981
55639,2023-04-01 12:15:00.000000 UTC,1,79
55653,2021-06-27 04:50:00.000000 UTC,1,60
55692,2024-03-09 11:03:32.141427 UTC,1,40.72000122
55696,2022-12-09 17:00:00.000000 UTC,1,198
55699,2023-05-19 07:08:00.000000 UTC,1,130.6899986
55730,2022-11-14 09:27:00.000000 UTC,1,47.95000076
55750,2021-03-02 16:17:00.000000 UTC,1,15.89999962
55765,2023-02-03 00:10:00.000000 UTC,1,34.45000076
55795,2023-11-14 12:09:00.000000 UTC,1,39.99000168
55802,2023-11-26 08:55:00.000000 UTC,1,29.95000076
55805,2021-07-16 05:25:00.000000 UTC,1,103.5
55843,2023-03-18 18:17:00.000000 UTC,1,169
55900,2022-11-04 15:31:00.000000 UTC,1,59.95000076
55913,2022-10-31 05:57:00.000000 UTC,1,37.90000153
55962,2021-03-29 08:58:00.000000 UTC,1,200
55965,2022-02-09 04:10:00.000000 UTC,1,21.98999977
56008,2023-02-14 15:24:00.000000 UTC,1,248
56011,2024-02-18 03:19:00.000000 UTC,1,172
56030,2021-10-14 13:09:00.000000 UTC,1,24.96999931
56060,2024-03-01 01:40:00.000000 UTC,1,254.3999977
56071,2023-03-05 09:52:00.000000 UTC,1,44
56080,2023-12-04 02:55:00.000000 UTC,1,69.87000275
56091,2023-01-18 01:57:00.000000 UTC,1,15.89999962
56132,2024-03-12 03:27:45.574077 UTC,1,52
56152,2022-08-07 15:24:00.000000 UTC,1,11.43999958
56168,2023-12-02 10:04:00.000000 UTC,1,21
56182,2022-09-19 14:13:00.000000 UTC,1,12.98999977
56278,2023-06-30 03:08:00.000000 UTC,1,69
56282,2024-03-12 12:53:00.000000 UTC,1,25.42000008
56328,2023-09-14 13:10:00.000000 UTC,1,25.95000076
56357,2022-11-16 08:53:00.000000 UTC,1,25
56364,2023-03-08 14:50:00.000000 UTC,1,59
56365,2024-01-14 02:00:00.000000 UTC,1,116.9500008
56373,2022-01-29 07:08:00.000000 UTC,1,279.9500122
56377,2023-04-02 07:20:00.000000 UTC,1,50
56387,2022-08-16 07:13:00.000000 UTC,1,143.079998
56402,2023-12-05 03:05:00.000000 UTC,1,32.95000076
56451,2021-08-11 02:25:00.000000 UTC,1,41.99000168
56466,2023-03-15 04:18:00.000000 UTC,1,46
56539,2023-10-27 08:57:00.000000 UTC,1,61.94000244
56567,2024-01-08 05:52:00.000000 UTC,1,42.97999954
56579,2023-10-01 05:17:00.000000 UTC,1,8.470000267
56590,2023-11-07 00:56:00.000000 UTC,1,25.72999954
56618,2022-12-31 07:26:00.000000 UTC,1,26.5
56621,2023-07-16 12:32:00.000000 UTC,1,199.5
56641,2024-02-04 01:41:00.000000 UTC,1,99
56643,2020-05-06 14:49:00.000000 UTC,1,20.98999977
56649,2021-09-29 17:12:00.000000 UTC,1,26.98999977
56661,2023-10-19 01:21:00.000000 UTC,1,59.5
56663,2021-08-24 04:53:00.000000 UTC,1,165
56692,2020-12-17 11:47:00.000000 UTC,1,98.07000256
56708,2024-03-11 13:34:04.829332 UTC,1,29.98999977
56736,2023-11-06 18:12:00.000000 UTC,1,22.96999931
56743,2022-10-13 08:49:00.000000 UTC,1,42
56768,2023-02-13 11:29:00.000000 UTC,1,80.25
56789,2024-02-23 14:34:00.000000 UTC,1,39.5
56822,2022-08-31 14:52:00.000000 UTC,1,22.98999977
56829,2022-08-27 11:15:00.000000 UTC,1,152
56831,2020-05-07 11:09:00.000000 UTC,1,119.5
56838,2022-04-23 15:20:00.000000 UTC,1,79.98000336
56842,2022-04-29 02:27:00.000000 UTC,1,16
56863,2023-05-05 14:06:00.000000 UTC,1,11.98999977
56887,2024-01-27 06:36:00.000000 UTC,1,30
56890,2022-10-12 13:21:00.000000 UTC,1,78
56960,2022-03-18 05:51:00.000000 UTC,1,19.98999977
56975,2023-09-02 12:57:00.000000 UTC,1,29.98999977
57026,2022-05-10 14:34:00.000000 UTC,1,145
57046,2022-10-12 18:18:00.000000 UTC,1,65.40000153
57057,2023-07-04 18:00:00.000000 UTC,1,38.63999939
57063,2020-09-02 15:44:00.000000 UTC,1,101.9699974
57083,2021-11-16 10:25:00.000000 UTC,1,78
57101,2023-09-01 10:38:00.000000 UTC,1,43.99000168
57119,2023-07-21 07:34:00.000000 UTC,1,258
57133,2024-03-08 13:19:18.119297 UTC,1,48
57187,2022-06-02 05:32:00.000000 UTC,1,28
57218,2022-12-18 14:55:00.000000 UTC,1,179
57219,2023-04-10 12:57:00.000000 UTC,1,9.989999771
57240,2024-02-10 14:26:00.000000 UTC,1,34.99000168
57245,2023-11-05 04:09:00.000000 UTC,1,39.99000168
57248,2023-09-06 16:57:00.000000 UTC,1,25
57253,2022-11-29 09:24:00.000000 UTC,1,61.24000168
57274,2024-02-28 07:04:00.000000 UTC,1,12.97000027
57283,2021-07-10 12:33:00.000000 UTC,1,52
57317,2022-03-21 09:49:00.000000 UTC,1,18.27000046
57324,2021-06-21 15:11:00.000000 UTC,1,46
57348,2024-03-07 10:52:00.000000 UTC,1,275.0999985
57372,2024-02-24 13:17:00.000000 UTC,1,189
57380,2023-08-25 04:05:00.000000 UTC,1,24
57410,2023-06-01 16:03:00.000000 UTC,1,56.56000137
57416,2021-10-15 15:22:00.000000 UTC,1,97
57423,2021-01-16 01:22:00.000000 UTC,1,29.98999977
57442,2022-03-06 05:19:00.000000 UTC,1,62
57445,2020-05-14 04:01:00.000000 UTC,1,92
57449,2024-03-09 05:35:27.935966 UTC,1,119.9799995
57482,2022-06-23 08:04:00.000000 UTC,1,27.45000076
57519,2024-03-11 04:17:00.000000 UTC,1,108.9900017
57520,2023-01-30 05:12:00.000000 UTC,1,188
57546,2022-01-15 10:28:00.000000 UTC,1,27.93999958
57581,2023-08-29 06:59:00.000000 UTC,1,97.98999786
57598,2023-07-15 02:11:00.000000 UTC,1,162.5
57619,2021-08-26 04:18:00.000000 UTC,1,18.70999908
57668,2023-09-23 17:38:00.000000 UTC,1,24.97999954
57669,2023-09-13 10:43:00.000000 UTC,1,86.13999939
57671,2024-01-13 13:37:00.000000 UTC,1,124
57681,2022-12-27 10:03:00.000000 UTC,1,9.989999771
57682,2021-05-17 05:20:00.000000 UTC,1,160.880003
57690,2023-08-17 00:42:00.000000 UTC,1,37.02000046
57709,2024-03-07 10:56:00.000000 UTC,1,90.26000118
57724,2024-02-24 04:48:00.000000 UTC,1,47.23999977
57756,2021-05-22 14:04:00.000000 UTC,1,13.75
57760,2022-05-21 12:48:00.000000 UTC,1,49.5
57797,2021-11-08 01:57:00.000000 UTC,1,94.5
57799,2024-01-12 12:30:00.000000 UTC,1,192.670001
57844,2023-01-21 15:53:00.000000 UTC,1,61.94000053
57883,2022-02-05 10:18:00.000000 UTC,1,91.43000031
57888,2024-01-29 09:14:00.000000 UTC,1,46.46000099
57904,2022-10-17 03:51:00.000000 UTC,1,229.0600014
57948,2023-12-20 08:26:00.000000 UTC,1,17
57998,2022-11-16 08:13:00.000000 UTC,1,64.34999847
58007,2023-03-22 00:18:00.000000 UTC,1,11.07999992
58037,2021-06-06 17:52:00.000000 UTC,1,99.98999977
58045,2023-07-18 11:03:00.000000 UTC,1,86
58068,2023-03-29 02:02:00.000000 UTC,1,108.8199997
58077,2022-11-11 12:18:00.000000 UTC,1,18.98999977
58116,2020-10-24 08:22:00.000000 UTC,1,32.99000168
58139,2024-01-27 03:21:00.000000 UTC,1,197.3000031
58146,2023-06-07 09:49:00.000000 UTC,1,58
58155,2022-04-04 00:45:00.000000 UTC,1,130
58164,2023-06-09 12:46:00.000000 UTC,1,41.97999954
58177,2022-11-21 10:16:00.000000 UTC,1,246.3999996
58228,2024-01-18 04:23:00.000000 UTC,1,29.95000076
58241,2022-03-12 00:57:00.000000 UTC,1,7.199999809
58271,2024-01-20 09:44:00.000000 UTC,1,39.5
58276,2021-03-08 09:21:00.000000 UTC,1,25
58286,2023-10-11 16:52:00.000000 UTC,1,111.7300034
58304,2023-01-21 03:34:00.000000 UTC,1,84.06999969
58312,2024-01-30 15:31:00.000000 UTC,1,45
58316,2021-05-27 03:39:00.000000 UTC,1,132.0600014
58321,2022-02-16 13:54:00.000000 UTC,1,31.98999977
58325,2023-08-17 04:49:00.000000 UTC,1,260.9300003
58352,2021-03-28 07:32:00.000000 UTC,1,315.9900017
58360,2023-07-27 12:36:00.000000 UTC,1,106
58370,2022-11-29 01:24:00.000000 UTC,1,59.45000076
58371,2023-11-08 12:55:00.000000 UTC,1,119.9899979
58412,2023-07-13 03:46:00.000000 UTC,1,132.3799973
58420,2020-12-31 09:54:00.000000 UTC,1,98
58450,2022-09-16 16:00:00.000000 UTC,1,134.0700073
58456,2022-06-11 03:56:00.000000 UTC,1,45
58464,2024-01-02 18:59:00.000000 UTC,1,66
58514,2024-02-17 07:23:00.000000 UTC,1,122.5
58550,2024-03-10 18:48:00.000000 UTC,1,17.5
58567,2023-06-10 10:50:00.000000 UTC,1,6.849999905
58587,2021-11-26 16:07:00.000000 UTC,1,57.99000168
58622,2024-03-10 05:57:03.933452 UTC,1,8.449999809
58715,2023-09-13 03:28:00.000000 UTC,1,124.920002
58789,2020-09-27 14:05:00.000000 UTC,1,52.95000076
58817,2021-08-27 14:35:00.000000 UTC,1,198.4900017
58820,2022-05-14 00:12:00.000000 UTC,1,49
58828,2023-10-26 06:10:00.000000 UTC,1,55.5
58860,2023-11-25 12:00:00.000000 UTC,1,234.9899979
58875,2023-11-30 08:38:00.000000 UTC,1,107.9799995
58896,2023-12-07 06:08:00.000000 UTC,1,49.99000168
58920,2023-08-31 03:48:00.000000 UTC,1,72
58936,2023-06-20 09:01:00.000000 UTC,1,70.99000168
58941,2023-01-19 02:05:00.000000 UTC,1,76.95999908
58960,2023-12-21 00:50:00.000000 UTC,1,215
58968,2023-03-08 16:42:00.000000 UTC,1,38.95000076
58997,2023-10-02 00:45:00.000000 UTC,1,36
59029,2021-08-16 16:58:00.000000 UTC,1,36
59038,2023-11-19 18:06:00.000000 UTC,1,73.98999977
59045,2023-08-03 04:42:00.000000 UTC,1,249.4400024
59057,2020-02-19 12:12:00.000000 UTC,1,450
59122,2023-10-19 12:04:00.000000 UTC,1,65.98999786
59124,2024-01-29 02:55:00.000000 UTC,1,48.29999924
59144,2020-09-02 11:00:00.000000 UTC,1,32.18000031
59156,2023-07-07 13:34:00.000000 UTC,1,302.9899998
59161,2023-12-24 08:54:00.000000 UTC,1,54.95000076
59165,2022-06-19 03:23:00.000000 UTC,1,105
59177,2021-07-03 04:59:00.000000 UTC,1,89.5
59220,2022-05-30 12:52:00.000000 UTC,1,91.76999664
59222,2021-10-05 14:42:00.000000 UTC,1,66
59260,2020-11-14 01:30:00.000000 UTC,1,172.5999985
59275,2023-05-20 13:24:00.000000 UTC,1,7
59319,2023-01-15 06:37:00.000000 UTC,1,174.7500019
59341,2022-02-02 05:13:00.000000 UTC,1,159.4500008
59353,2023-06-25 16:55:00.000000 UTC,1,193.7200012
59355,2020-06-13 07:34:00.000000 UTC,1,35
